SessionID,location_label,type_label,fund_label,class_label,time_label
1300,502,1,2,4,2
1302,104,1,2,1,1
1303,104,1,1,1,2
1304,101,1,1,2,2
1306,103,1,2,1,2
1308,104,1,2,1,2
1310,103,1,2,8,2
1311,200,1,2,2,2
1312,104,1,1,2,2
1314,200,1,2,1,2
1315,104,4,1,1,2
1316,104,2,1,1,2
1318,101,1,1,1,1
1319,102,1,2,1,2
1320,200,1,2,1,2
1321,104,1,2,2,2
1322,104,1,2,2,2
1323,104,1,2,2,2
1326,104,1,2,1,2
1327,101,1,1,1,2
1328,104,1,2,1,2
1329,104,1,2,1,1
1330,200,1,2,1,2
1332,102,1,2,1,2
1333,101,1,1,1,1
1337,103,1,2,1,2
1340,103,1,2,1,1
1341,405,1,2,5,2
1342,101,1,2,1,2
1343,200,1,2,1,2
1345,101,1,2,1,2
1346,104,1,1,1,2
1347,101,1,1,5,2
1349,104,1,2,1,2
1350,104,1,2,1,2
1351,103,2,1,1,2
1352,101,1,1,5,2
1354,102,1,2,1,2
1356,104,1,2,1,2
1359,101,1,1,1,2
1360,103,2,2,1,2
1361,103,2,1,1,1
1362,103,1,2,1,1
1363,103,1,1,1,2
1365,104,1,2,1,2
1366,200,1,2,1,2
1368,101,1,2,4,1
1370,104,4,1,1,2
1371,103,1,1,1,2
1373,104,3,2,8,2
1376,102,1,1,5,2
1377,103,1,2,1,1
1378,200,1,2,1,2
1380,104,1,2,1,2
1381,104,1,1,1,2
1382,104,2,1,2,2
1383,103,1,2,1,1
1386,104,1,1,8,2
1389,104,1,2,1,2
1391,102,4,2,8,2
1392,103,1,2,2,2
1393,102,4,2,8,2
1394,200,1,2,8,2
1395,102,1,2,1,2
1401,104,1,2,1,2
1402,104,1,2,1,2
1403,103,1,2,1,2
1405,200,1,2,2,2
1406,104,1,2,1,2
1408,103,2,1,2,2
1411,200,1,2,1,2
1412,200,1,2,1,2
1413,103,2,2,1,2
1417,200,1,2,1,2
1418,101,1,2,2,1
1419,103,1,1,5,2
1420,200,1,2,1,2
1421,104,1,2,1,2
1422,103,1,2,1,2
1426,102,1,2,5,2
1428,103,2,1,3,2
1429,102,1,2,1,1
1430,104,1,2,2,2
1433,103,1,2,1,2
1435,102,1,1,5,1
1437,104,2,1,1,2
1440,104,1,2,1,2
1441,102,1,2,1,1
1442,200,1,2,1,2
1443,103,1,2,8,2
1444,200,1,2,1,2
1445,104,1,2,7,1
1448,200,1,2,1,2
1449,103,1,2,1,2
1454,104,1,2,4,2
1455,103,1,2,1,2
1457,103,1,1,1,2
1458,200,1,2,1,2
1459,104,1,2,2,1
1462,103,1,2,8,1
1463,101,1,1,1,1
1464,102,1,1,1,2
1465,200,1,2,1,2
1470,104,1,2,8,2
1471,103,2,1,1,1
1475,101,2,1,2,2
1478,101,1,2,2,2
1479,103,3,2,3,2
1480,402,4,1,4,2
1481,101,1,2,3,2
1482,103,1,2,1,2
1483,103,1,2,1,2
1484,104,2,1,1,2
1485,103,1,1,1,2
1486,200,1,2,1,2
1489,102,3,2,1,2
1492,103,2,1,1,2
1493,104,2,1,1,2
1494,102,1,2,1,2
1495,103,2,1,1,1
1496,103,3,2,1,2
1497,104,1,2,5,2
1503,200,1,2,1,2
1504,104,1,1,1,2
1506,103,1,2,2,2
1507,104,1,1,1,2
1508,200,1,2,5,2
1510,104,1,2,1,2
1512,103,1,2,1,2
1513,104,1,2,1,2
1514,103,1,2,8,1
1515,104,2,1,1,2
1518,200,1,2,1,2
1519,104,1,2,1,2
1521,104,1,2,8,2
1522,104,2,1,1,2
1523,103,1,2,1,2
1524,102,1,2,8,2
1525,104,1,2,1,2
1527,200,1,2,1,2
1528,104,1,2,2,2
1529,402,1,1,1,2
1530,104,1,2,1,2
1531,103,2,1,1,1
1532,104,3,2,8,2
1533,103,2,1,1,2
1534,104,2,1,1,2
1535,103,1,1,1,2
1536,200,1,2,1,2
1537,102,1,2,1,2
1538,103,1,1,1,2
1539,104,1,2,1,2
1540,200,1,2,2,2
1541,103,1,2,5,2
1542,103,1,2,1,2
1544,103,1,2,5,2
1546,503,1,2,4,2
1547,103,1,2,1,2
1548,102,1,2,3,1
1549,101,1,1,8,2
1552,102,1,2,1,2
1553,102,1,2,1,2
1555,104,1,2,1,2
1556,501,1,2,5,2
1557,103,1,2,5,2
1558,103,2,2,1,2
1560,102,1,2,1,2
1562,104,1,2,1,2
1563,104,1,1,8,1
1564,104,2,1,1,2
1565,104,1,2,1,2
1566,102,1,1,5,2
1568,103,1,1,1,2
1569,200,1,2,1,2
1571,102,1,1,5,1
1572,200,1,2,1,2
1573,104,1,2,1,1
1574,501,1,2,2,2
1575,200,1,2,1,2
1576,102,4,2,8,2
1578,103,1,2,1,2
1579,101,1,1,1,2
1580,104,1,2,1,2
1581,101,2,1,4,2
1583,104,3,2,8,2
1586,103,1,1,1,2
1588,104,1,2,1,2
1590,104,2,1,1,2
1591,104,1,1,1,2
1593,102,1,2,1,2
1594,104,1,2,1,2
1596,200,1,2,1,2
1597,501,1,2,5,2
1599,405,1,2,1,2
1600,103,1,1,1,2
1604,101,2,1,1,2
1605,102,1,2,1,2
1606,103,1,1,1,1
1607,104,1,2,2,2
1608,402,1,1,1,2
1609,103,1,2,2,2
1610,103,1,1,1,2
1613,104,1,1,8,1
1617,200,1,2,1,2
1618,104,1,2,1,1
1619,103,1,2,1,2
1620,103,1,2,5,2
1621,104,2,1,2,2
1623,103,1,1,1,2
1624,200,1,2,1,2
1625,103,1,1,2,2
1626,101,1,2,8,2
1627,103,1,1,5,2
1628,104,1,2,1,2
1629,405,1,2,6,1
1630,200,1,2,1,2
1632,104,1,2,1,2
1633,101,1,1,1,2
1637,103,1,1,1,2
1638,103,1,2,5,1
1639,104,1,2,8,2
1640,101,1,1,4,2
1641,104,1,1,8,1
1642,104,1,2,1,2
1643,102,1,2,8,2
1644,102,1,1,1,2
1646,104,3,2,8,2
1647,200,1,2,1,2
1648,103,1,2,1,2
1649,200,1,2,1,2
1650,104,1,1,1,2
1651,200,1,2,1,2
1652,101,1,2,2,1
1654,101,1,1,1,2
1655,103,1,2,1,1
1657,103,1,2,1,2
1658,101,1,2,2,2
1661,200,1,2,1,2
1664,104,1,2,8,1
1667,200,1,2,1,2
1668,104,1,2,3,2
1670,103,1,2,1,2
1672,104,1,1,8,1
1673,503,1,2,4,2
1675,101,1,1,1,2
1676,103,1,1,2,2
1678,200,1,2,1,2
1679,104,1,2,2,2
1680,102,1,2,1,2
1681,200,1,2,1,2
1682,200,1,2,1,2
1683,102,1,2,1,2
1685,103,1,2,4,2
1687,200,1,2,1,2
1688,103,1,2,2,2
1689,103,1,2,1,2
1690,101,1,1,1,1
1691,103,2,1,2,2
1692,102,1,2,1,2
1693,501,1,2,2,2
1694,101,1,1,1,2
1695,200,1,2,1,2
1699,104,1,1,1,2
1701,102,1,2,1,1
1702,104,1,1,1,2
1705,104,1,1,1,1
1707,103,2,1,1,1
1709,103,1,1,2,2
1710,200,1,2,1,2
1711,102,1,2,2,2
1714,102,1,2,8,2
1715,103,1,1,1,2
1718,101,1,1,8,2
1720,102,1,2,1,2
1721,103,2,2,1,2
1722,104,2,1,1,2
1723,200,1,2,1,2
1724,103,1,2,2,2
1726,503,1,2,4,2
1727,101,1,2,2,2
1729,103,1,2,5,2
1730,103,1,2,1,2
1731,102,1,2,1,2
1732,104,1,2,1,1
1734,101,1,1,1,2
1735,103,1,2,1,2
1736,104,1,2,2,1
1737,200,1,2,1,2
1743,102,1,2,1,1
1744,104,1,2,1,2
1745,200,1,2,1,2
1746,103,1,2,5,1
1747,101,2,1,1,2
1748,103,1,1,1,1
1749,104,1,2,1,2
1753,103,1,2,1,2
1754,104,2,1,2,2
1756,103,1,2,1,2
1757,103,3,2,3,2
1759,200,1,2,1,2
1760,102,1,2,1,1
1761,103,2,1,1,2
1762,103,1,1,2,2
1763,200,1,2,1,2
1764,200,1,2,1,2
1766,200,1,2,1,2
1769,200,1,2,1,2
1770,103,1,2,5,1
1771,103,1,2,1,2
1773,200,1,2,1,2
1774,405,1,2,1,1
1775,103,2,1,2,1
1776,104,1,2,1,2
1777,103,1,1,5,2
1781,103,1,2,5,2
1782,103,1,2,1,2
1783,102,1,2,1,1
1784,102,1,2,1,1
1786,103,3,2,3,2
1787,200,1,2,1,2
1788,103,3,2,1,2
1789,103,1,2,5,2
1790,101,1,2,2,1
1793,103,1,1,2,2
1795,101,1,2,2,1
1796,102,1,2,1,1
1797,200,1,2,1,2
1798,103,1,2,4,2
1799,104,1,1,1,2
1803,104,1,2,3,2
1804,102,1,2,3,2
1805,200,1,2,1,2
1806,104,1,2,5,2
1808,101,1,1,2,2
1810,103,1,2,2,2
1811,200,1,2,1,2
1812,104,1,2,1,1
1815,200,1,2,1,2
1816,104,1,1,1,2
1817,103,1,2,4,2
1819,200,1,2,1,2
1824,103,1,1,1,1
1827,200,1,2,1,2
1829,103,1,2,8,1
1830,104,1,2,1,2
1833,103,2,1,2,2
1834,103,1,2,1,2
1835,402,1,1,1,2
1837,200,1,2,2,2
1838,103,2,1,1,1
1840,101,2,1,8,2
1843,103,1,1,5,2
1844,200,1,2,1,2
1845,101,1,1,5,2
1847,104,1,1,1,2
1848,101,2,1,8,2
1852,102,1,2,5,1
1854,200,1,2,1,1
1855,200,1,2,1,2
1856,103,1,1,2,2
1857,405,1,2,1,2
1858,104,1,2,1,2
1861,103,1,2,8,2
1862,102,1,2,1,2
1863,104,1,2,3,2
1865,402,1,1,1,2
1867,103,1,1,2,2
1868,103,3,2,3,2
1873,103,1,2,1,2
1876,103,2,1,2,1
1878,104,1,2,1,2
1879,200,1,2,1,2
1880,103,2,2,1,2
1883,200,1,2,1,2
1884,103,1,2,2,2
1885,101,1,2,2,2
1887,103,1,1,1,2
1888,102,1,1,1,2
1889,103,1,2,1,2
1891,103,1,1,1,2
1892,200,1,2,1,2
1893,101,2,1,1,2
1895,200,1,2,1,2
1896,402,4,1,4,2
1898,101,1,1,2,2
1900,102,1,2,5,2
1902,104,1,2,1,1
1904,102,1,2,2,2
1906,502,1,2,4,2
1907,101,1,1,1,1
1909,102,1,2,1,1
1911,103,1,2,1,2
1912,200,1,2,1,2
1913,101,2,1,1,2
1914,200,1,2,1,2
1916,101,1,1,8,2
1917,101,1,2,2,2
1918,101,1,1,2,2
1919,402,4,1,4,2
1920,103,1,2,5,2
1922,103,3,2,3,2
1924,103,1,1,1,2
1925,104,1,1,1,2
1926,103,1,2,8,2
1928,103,1,2,1,2
1929,103,1,1,1,2
1931,104,1,2,1,2
1932,103,1,2,1,2
1935,104,1,1,2,2
1936,102,1,2,1,1
1937,102,1,1,5,2
1939,103,1,2,1,2
1940,200,1,2,1,2
1945,102,1,2,8,2
1947,104,1,2,2,2
1949,103,2,1,2,1
1950,200,1,2,1,2
1951,103,1,2,5,2
1953,102,1,2,1,2
1954,103,1,2,8,2
1957,104,1,2,1,2
1958,104,1,2,1,2
1959,103,2,1,1,2
1960,101,1,1,1,2
1967,103,1,2,1,2
1968,502,1,2,2,2
1969,501,1,2,6,2
1970,103,2,1,1,2
1971,104,1,2,1,2
1972,101,1,2,2,2
1973,103,2,1,8,1
1974,103,1,1,1,2
1975,102,1,2,1,2
1976,104,1,2,1,2
1977,102,1,2,1,2
1979,101,2,1,2,2
1980,101,1,2,2,1
1981,103,1,1,2,2
1983,200,1,2,1,2
1984,104,1,1,8,1
1985,102,1,2,1,2
1986,103,3,2,1,2
1987,104,1,2,1,2
1988,102,1,2,5,2
1989,103,2,2,1,2
1990,103,1,2,1,2
1991,502,1,2,4,2
1993,102,1,2,1,2
1994,103,2,1,1,2
1995,103,1,2,5,2
1996,104,2,1,1,2
1997,101,1,2,2,2
1999,103,1,2,8,1
2001,103,2,1,1,2
2003,103,1,2,2,2
2011,104,2,1,1,2
2012,104,1,2,2,2
2013,104,1,2,2,2
2014,102,1,1,5,2
2016,101,4,1,8,2
2017,101,2,1,1,2
2018,102,1,2,1,1
2019,501,1,2,5,2
2021,104,1,1,1,2
2022,103,1,1,2,2
2023,104,1,2,8,2
2025,103,1,2,1,2
2026,104,2,1,2,2
2028,104,1,2,5,1
2029,103,3,2,1,2
2030,104,1,1,1,2
2031,200,1,2,1,2
2033,104,4,1,1,2
2036,104,4,2,1,2
2037,402,4,1,4,2
2038,200,1,2,1,2
2041,200,1,2,1,2
2043,200,1,2,8,2
2044,102,1,2,5,1
2045,103,1,1,1,2
2047,104,1,2,1,2
2050,102,1,1,5,2
2051,103,2,1,1,2
2055,103,3,2,1,2
2059,103,2,1,3,2
2061,102,1,2,1,2
2062,103,1,2,1,2
2063,102,1,2,1,1
2064,104,4,1,1,2
2065,103,1,2,5,2
2067,103,2,1,1,2
2068,103,1,1,1,1
2069,101,1,2,2,1
2071,102,1,2,1,2
2073,103,1,2,1,2
2074,103,1,2,1,2
2075,102,4,2,8,2
2076,103,1,1,1,2
2078,103,2,1,1,2
2082,102,1,2,1,1
2084,103,1,1,1,2
2085,200,1,2,1,2
2086,101,2,1,8,2
2087,200,1,2,1,2
2088,103,1,2,1,1
2089,104,1,2,2,2
2090,102,1,2,5,2
2091,101,1,2,1,2
2092,104,1,2,1,2
2093,104,1,2,2,2
2094,101,1,1,1,2
2096,103,2,1,2,2
2097,501,1,2,2,2
2099,104,1,2,4,2
2100,405,1,2,5,2
2101,200,1,2,1,2
2108,102,1,2,1,2
2112,103,2,2,1,2
2113,103,2,1,1,1
2114,103,1,2,1,2
2115,103,1,1,5,2
2116,101,1,1,2,2
2117,104,1,1,1,2
2118,104,1,2,1,2
2120,103,1,1,1,2
2121,103,1,2,1,2
2123,200,1,2,8,2
2125,102,1,2,1,2
2126,103,1,1,1,2
2127,103,1,1,2,2
2128,103,1,1,1,2
2131,101,2,1,2,2
2132,104,1,1,8,1
2133,502,1,2,4,2
2134,103,3,2,3,2
2135,103,2,1,1,2
2136,103,1,2,2,2
2137,102,1,2,8,2
2138,103,2,1,1,2
2139,501,1,2,2,2
2143,104,1,1,1,2
2146,104,1,2,2,2
2148,200,1,2,1,2
2149,200,1,2,1,2
2151,200,1,2,1,1
2152,102,1,2,1,2
2153,101,1,1,1,2
2155,104,1,2,1,2
2156,101,1,2,1,2
2157,102,1,2,2,2
2158,103,1,2,2,2
2159,102,1,2,8,2
2160,103,2,1,2,2
2161,103,1,2,1,2
2162,103,1,2,1,2
2163,200,1,2,1,2
2165,103,2,1,2,2
2166,103,3,2,1,2
2167,103,1,1,1,2
2168,103,3,2,3,2
2169,104,1,2,8,1
2170,104,1,2,1,2
2172,101,1,1,2,2
2173,101,1,1,1,2
2175,103,2,1,2,2
2176,102,1,2,3,1
2177,200,1,2,1,2
2179,103,1,1,1,2
2181,103,1,2,1,1
2182,104,1,2,1,1
2186,102,1,2,1,2
2187,104,1,2,8,1
2188,102,1,1,1,2
2190,102,1,1,2,2
2191,104,2,1,1,2
2196,101,1,1,1,2
2197,103,1,2,1,2
2199,103,2,1,1,2
2202,104,1,1,8,1
2204,405,1,2,8,1
2207,102,1,2,8,2
2208,102,1,2,1,2
2211,101,1,2,2,1
2212,103,2,1,1,2
2213,103,1,1,1,2
2214,104,2,1,2,2
2215,104,1,2,2,2
2216,104,1,2,1,1
2217,103,2,1,1,2
2218,103,1,2,5,2
2222,200,1,2,1,2
2224,103,2,1,1,1
2225,502,1,2,4,2
2227,102,1,2,1,2
2229,101,1,2,3,2
2230,102,1,1,5,1
2233,104,1,2,1,1
2234,104,1,2,1,2
2235,101,2,1,1,2
2236,102,1,1,5,1
2237,104,1,2,1,2
2238,103,1,2,2,2
2239,104,1,2,8,2
2240,200,1,2,4,2
2241,103,1,1,1,2
2243,104,1,1,1,2
2247,101,1,1,1,2
2248,200,1,2,1,2
2249,103,1,2,1,1
2252,103,3,2,1,2
2253,102,1,2,1,2
2254,104,1,2,1,2
2255,103,1,2,1,2
2256,103,1,2,4,2
2257,104,1,1,1,2
2259,103,1,2,1,2
2261,104,1,2,1,2
2264,101,1,2,2,2
2265,102,1,1,5,1
2266,103,2,1,8,1
2267,103,3,2,3,2
2269,104,1,2,1,2
2270,102,1,2,1,1
2272,200,1,2,1,2
2273,103,1,1,1,2
2276,102,1,1,1,2
2277,200,1,2,1,2
2278,104,1,2,1,2
2279,104,1,1,1,2
2280,103,1,2,1,2
2281,502,1,2,4,2
2282,103,1,2,1,2
2283,103,1,2,1,2
2284,501,1,2,5,2
2285,103,2,1,1,2
2286,103,1,2,5,2
2287,502,1,2,4,2
2288,200,1,2,1,2
2289,200,1,2,1,2
2290,200,1,2,1,2
2292,103,1,1,1,2
2294,103,1,2,1,2
2295,104,1,1,3,2
2296,103,1,1,1,2
2297,101,1,2,2,1
2298,103,1,2,1,1
2300,200,1,2,1,2
2302,502,1,2,4,2
2306,103,1,1,1,2
2307,103,1,1,2,2
2308,103,1,2,4,2
2309,103,1,1,4,2
2310,103,1,1,1,2
2311,103,2,1,8,1
2312,103,1,1,2,2
2313,103,1,2,1,2
2314,101,1,2,2,2
2315,200,1,2,1,2
2316,102,1,1,5,1
2317,101,1,2,1,2
2319,101,2,1,1,2
2324,102,1,1,5,1
2325,104,1,1,1,2
2326,103,1,1,1,2
2331,102,1,2,1,1
2332,200,1,2,1,2
2333,101,1,2,3,2
2336,102,1,2,2,2
2337,200,1,2,1,2
2338,101,1,1,1,2
2340,103,1,2,1,2
2341,101,4,1,8,2
2343,103,2,1,3,2
2344,104,1,2,2,2
2345,103,1,2,1,2
2347,101,1,1,1,2
2349,102,1,2,1,1
2350,103,2,1,2,2
2351,104,1,2,1,2
2352,200,1,2,1,2
2353,103,1,1,1,2
2354,104,1,2,2,2
2355,103,2,1,3,2
2356,502,1,2,2,2
2359,200,1,2,1,2
2360,402,1,1,1,2
2361,103,2,1,3,2
2362,104,1,2,1,2
2363,502,1,2,4,2
2364,104,2,1,1,2
2365,101,1,1,1,1
2367,102,1,2,1,2
2369,103,1,2,1,2
2371,103,1,2,1,2
2372,103,1,1,1,2
2373,104,2,1,1,2
2374,101,2,1,1,2
2376,101,1,1,5,2
2378,104,1,1,1,2
2384,104,1,1,1,2
2390,101,1,1,1,1
2391,102,1,1,5,1
2392,104,1,1,3,2
2393,200,1,2,1,2
2394,103,1,2,5,2
2395,101,1,1,2,2
2398,103,1,1,1,2
2399,200,1,2,1,2
2401,103,2,1,1,2
2403,103,2,1,1,1
2404,103,1,1,1,2
2406,502,1,2,4,2
2407,200,1,2,1,2
2409,104,1,2,2,2
2410,104,1,2,8,1
2411,104,1,2,1,2
2412,502,1,2,4,2
2413,102,1,2,1,2
2414,103,1,1,1,2
2416,104,1,2,1,2
2418,104,2,1,1,2
2419,104,1,2,1,2
2420,101,1,1,1,2
2421,101,1,2,2,1
2422,103,1,1,1,2
2423,103,1,2,1,2
2425,103,1,2,2,2
2426,405,1,2,4,1
2427,200,1,2,2,2
2428,102,1,2,1,2
2429,103,1,2,1,1
2430,104,1,1,1,2
2431,405,1,2,5,2
2432,103,2,1,1,2
2433,103,1,2,1,2
2434,104,1,1,1,2
2435,104,1,1,1,2
2436,200,1,2,1,2
2437,103,1,2,1,1
2438,104,2,1,2,2
2439,103,1,2,5,2
2440,200,1,2,1,2
2441,104,1,2,1,1
2443,103,1,1,1,2
2444,103,2,2,1,2
2446,103,1,1,1,2
2447,104,1,2,2,2
2449,101,1,1,1,2
2450,200,1,2,1,2
2451,103,1,1,1,2
2452,405,1,2,5,2
2453,101,1,2,2,2
2454,101,2,1,2,2
2455,103,2,1,8,2
2457,101,1,1,2,2
2458,200,1,2,1,2
2459,200,1,2,1,2
2460,200,1,2,1,2
2461,101,1,1,1,1
2463,102,1,2,3,2
2464,103,1,2,1,2
2465,104,1,2,1,2
2466,104,1,2,2,2
2467,103,1,2,4,2
2469,103,1,2,1,2
2472,200,1,2,8,2
2474,103,1,1,5,2
2475,104,1,2,1,2
2476,104,2,1,1,2
2477,104,1,2,1,2
2480,103,1,2,5,2
2482,200,1,2,1,2
2484,104,1,2,1,2
2486,104,1,2,8,2
2487,101,1,1,1,2
2488,104,1,2,1,2
2490,103,1,2,4,2
2491,501,1,2,5,2
2492,104,4,2,1,2
2493,102,4,2,8,2
2494,101,1,1,2,2
2496,103,2,1,1,2
2497,103,2,1,1,2
2498,104,1,2,1,2
2499,103,1,1,1,2
2500,502,1,2,4,2
2501,104,1,2,1,2
2502,103,1,2,1,2
2503,103,1,2,1,2
2504,104,1,2,1,2
2505,102,1,2,1,2
2506,101,2,1,1,2
2508,103,1,2,1,2
2509,405,1,2,1,1
2510,104,1,2,2,2
2511,103,2,1,1,1
2513,104,1,2,1,2
2515,104,1,2,1,1
2519,104,2,1,1,2
2522,101,2,1,1,2
2523,102,1,2,1,1
2527,104,1,2,1,2
2528,104,1,2,5,1
2529,200,1,2,1,1
2530,104,1,1,2,2
2534,104,1,2,5,2
2535,102,1,2,5,2
2536,501,1,2,2,2
2538,200,1,2,1,1
2539,103,1,2,8,1
2540,104,1,2,8,1
2541,103,1,2,1,2
2542,502,1,2,2,2
2544,200,1,2,1,2
2547,103,1,2,1,2
2549,103,1,1,1,2
2550,402,4,1,4,2
